cidade,idsensor,tipo_sangue,nota,data_coleta,latitude,longitude,hora_coleta,hora_entrega,local_coleta,local_entrega,cfp_doador,cpf_consumidor,transportador,testado,temperatura
Caucaia,1208,B,10,2018-12-31,124663,99972,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1302,KK8988SFGJKL1211,CARRO 0384551,SIM,30
Maracanau,1209,B,10,2018-12-31,124664,99973,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1303,KK8988SFGJKL1212,CARRO 0384552,SIM,31
Fortaleza,1210,B,10,2018-12-31,124665,99974,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1304,KK8988SFGJKL1213,CARRO 0384553,SIM,32
Caucaia,1211,B,10,2018-12-31,124666,99975,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1305,KK8988SFGJKL1214,CARRO 0384554,SIM,33
Maracanau,1212,B,10,2018-12-31,124667,99976,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1306,KK8988SFGJKL1215,CARRO 0384555,SIM,34
Fortaleza,1213,B,10,2018-12-31,124668,99977,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1307,KK8988SFGJKL1216,CARRO 0384556,SIM,35
Caucaia,1214,B,6.797583081571,2018-12-31,124669,99978,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1308,KK8988SFGJKL1217,CARRO 0384557,SIM,36
Maracanau,1215,B,10,2018-12-31,124670,99979,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1309,KK8988SFGJKL1218,CARRO 0384558,SIM,37
Fortaleza,1216,B,10,2018-12-31,124671,99980,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1310,KK8988SFGJKL1219,CARRO 0384559,SIM,38
Caucaia,1217,B,10,2018-12-31,124672,99981,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1311,KK8988SFGJKL1220,CARRO 0384560,SIM,39
Maracanau,1218,B,4.09917440065587,2018-12-31,124673,99982,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1312,KK8988SFGJKL1221,CARRO 0384561,SIM,40
Fortaleza,1219,B,10,2018-12-31,124674,99983,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1313,KK8988SFGJKL1222,CARRO 0384562,SIM,41
Caucaia,1220,B,10,2018-12-31,124675,99984,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1314,KK8988SFGJKL1223,CARRO 0384563,SIM,26
Maracanau,1221,B,2.84839421775974,2018-12-31,124676,99985,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1315,KK8988SFGJKL1224,CARRO 0384564,SIM,27
Fortaleza,1222,B,10,2018-12-31,124677,99986,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1316,KK8988SFGJKL1225,CARRO 0384565,SIM,28
Caucaia,1223,B,10,2018-12-31,124678,99987,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1317,KK8988SFGJKL1226,CARRO 0384566,SIM,29
Maracanau,1224,B,10,2018-12-31,124679,99988,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1318,KK8988SFGJKL1227,CARRO 0384567,SIM,30
Fortaleza,1225,B,10,2018-12-31,124680,99989,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1319,KK8988SFGJKL1228,CARRO 0384568,SIM,31
Caucaia,1226,B,10,2018-12-31,124681,99990,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1320,KK8988SFGJKL1229,CARRO 0384569,SIM,32
Maracanau,1227,B,7.364604577385,2018-12-31,124682,99991,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1321,KK8988SFGJKL1230,CARRO 0384570,SIM,33
Fortaleza,1228,B,10,2018-12-31,124683,99992,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1322,KK8988SFGJKL1231,CARRO 0384571,SIM,34
Caucaia,1229,B,10,2018-12-31,124684,99993,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1323,KK8988SFGJKL1232,CARRO 0384572,SIM,35
Maracanau,1230,B,10,2018-12-31,124685,99994,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1324,KK8988SFGJKL1233,CARRO 0384573,SIM,36
Fortaleza,1231,B,10,2018-12-31,124686,99995,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1325,KK8988SFGJKL1234,CARRO 0384574,SIM,37
Caucaia,1232,B,10,2018-12-31,124687,99996,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1326,KK8988SFGJKL1235,CARRO 0384575,SIM,38
Maracanau,1233,B,2.93255131964809,2018-12-31,124688,99997,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1327,KK8988SFGJKL1236,CARRO 0384576,SIM,39
Fortaleza,1234,B,10,2018-12-31,124689,99998,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1328,KK8988SFGJKL1237,CARRO 0384577,SIM,40
Caucaia,1235,B,6.65631240292878,2018-12-31,124690,99999,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1329,KK8988SFGJKL1238,CARRO 0384578,SIM,41
Maracanau,1236,B,4.88417075837263,2018-12-31,124691,100000,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1330,KK8988SFGJKL1239,CARRO 0384579,SIM,42
Fortaleza,1237,B,4.6264168401573,2018-12-31,124692,100001,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1331,KK8988SFGJKL1240,CARRO 0384580,SIM,26
Caucaia,1238,B,10,2018-12-31,124693,100002,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1332,KK8988SFGJKL1241,CARRO 0384581,SIM,27
Maracanau,1239,B,3.3088033214582,2018-12-31,124694,100003,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1333,KK8988SFGJKL1242,CARRO 0384582,SIM,28
Fortaleza,1240,B,10,2018-12-31,124695,100004,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1334,KK8988SFGJKL1243,CARRO 0384583,SIM,29
Caucaia,1241,B,10,2018-12-31,124696,100005,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1335,KK8988SFGJKL1244,CARRO 0384584,SIM,30
Maracanau,1242,B,10,2018-12-31,124697,100006,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1336,KK8988SFGJKL1245,CARRO 0384585,SIM,31
Fortaleza,1243,B,5.50256786500367,2018-12-31,124698,100007,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1337,KK8988SFGJKL1246,CARRO 0384586,SIM,32
Caucaia,1244,B,10,2018-12-31,124699,100008,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1338,KK8988SFGJKL1247,CARRO 0384587,SIM,33
Maracanau,1245,B,10,2018-12-31,124700,100009,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1339,KK8988SFGJKL1248,CARRO 0384588,SIM,34
Fortaleza,1246,B,10,2018-12-31,124701,100010,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1340,KK8988SFGJKL1249,CARRO 0384589,SIM,35
Caucaia,1247,B,10,2018-12-31,124702,100011,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1341,KK8988SFGJKL1250,CARRO 0384590,SIM,36
Maracanau,1248,B,10,2018-12-31,124703,100012,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1342,KK8988SFGJKL1251,CARRO 0384591,SIM,37
Fortaleza,1249,B,7.52728641324802,2018-12-31,124704,100013,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1343,KK8988SFGJKL1252,CARRO 0384592,SIM,38
Caucaia,1250,B,10,2018-12-31,124705,100014,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1344,KK8988SFGJKL1253,CARRO 0384593,SIM,39
Maracanau,1251,B,10,2018-12-31,124706,100015,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1345,KK8988SFGJKL1254,CARRO 0384594,SIM,40
Fortaleza,1252,B,10,2018-12-31,124707,100016,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1346,KK8988SFGJKL1255,CARRO 0384595,SIM,41
Caucaia,1253,B,10,2018-12-31,124708,100017,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1347,KK8988SFGJKL1256,CARRO 0384596,SIM,42
Maracanau,1254,B,10,2018-12-31,124709,100018,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1348,KK8988SFGJKL1257,CARRO 0384597,SIM,27
Fortaleza,1255,B,6.03537681493432,2018-12-31,124710,100019,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1349,KK8988SFGJKL1258,CARRO 0384598,SIM,28
Caucaia,1256,B,10,2018-12-31,124711,100020,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1350,KK8988SFGJKL1259,CARRO 0384599,SIM,29
Maracanau,1257,B,9.92908410316288,2018-12-31,124712,100021,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1351,KK8988SFGJKL1260,CARRO 0384600,SIM,30
Fortaleza,1258,B,9.14146415784261,2018-12-31,124713,100022,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1352,KK8988SFGJKL1261,CARRO 0384601,SIM,31
Caucaia,1259,B,10,2018-12-31,124714,100023,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1353,KK8988SFGJKL1262,CARRO 0384602,SIM,32
Maracanau,1260,B,10,2018-12-31,124715,100024,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1354,KK8988SFGJKL1263,CARRO 0384603,SIM,33
Fortaleza,1261,B,5.63650787023506,2018-12-31,124716,100025,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1355,KK8988SFGJKL1264,CARRO 0384604,SIM,34
Caucaia,1262,B,10,2018-12-31,124717,100026,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1356,KK8988SFGJKL1265,CARRO 0384605,SIM,35
Maracanau,1263,B,10,2018-12-31,124718,100027,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1357,KK8988SFGJKL1266,CARRO 0384606,SIM,36
Fortaleza,1264,B,8.29740060122149,2018-12-31,124719,100028,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1358,KK8988SFGJKL1267,CARRO 0384607,SIM,37
Caucaia,1265,B,9.66114259750819,2018-12-31,124720,100029,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1359,KK8988SFGJKL1268,CARRO 0384608,SIM,38
Maracanau,1266,B,10,2018-12-31,124721,100030,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1360,KK8988SFGJKL1269,CARRO 0384609,SIM,39
Fortaleza,1267,B,9.59813045111213,2018-12-31,124722,100031,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1361,KK8988SFGJKL1270,CARRO 0384610,SIM,40
Caucaia,1268,B,10,2018-12-31,124723,100032,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1362,KK8988SFGJKL1271,CARRO 0384611,SIM,41
Maracanau,1269,B,10,2018-12-31,124724,100033,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1363,KK8988SFGJKL1272,CARRO 0384612,SIM,42
Fortaleza,1270,B,10,2018-12-31,124725,100034,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1364,KK8988SFGJKL1273,CARRO 0384613,SIM,43
Caucaia,1271,B,10,2018-12-31,124726,100035,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1365,KK8988SFGJKL1274,CARRO 0384614,SIM,27
Maracanau,1272,B,10,2018-12-31,124727,100036,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1366,KK8988SFGJKL1275,CARRO 0384615,SIM,28
Fortaleza,1273,B,10,2018-12-31,124728,100037,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1367,KK8988SFGJKL1276,CARRO 0384616,SIM,29
Caucaia,1274,B,10,2018-12-31,124729,100038,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1368,KK8988SFGJKL1277,CARRO 0384617,SIM,30
Maracanau,1275,B,10,2018-12-31,124730,100039,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1369,KK8988SFGJKL1278,CARRO 0384618,SIM,31
Fortaleza,1276,B,8.95765472312704,2018-12-31,124731,100040,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1370,KK8988SFGJKL1279,CARRO 0384619,SIM,32
Caucaia,1277,B,10,2018-12-31,124732,100041,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1371,KK8988SFGJKL1280,CARRO 0384620,SIM,33
Maracanau,1278,B,10,2018-12-31,124733,100042,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1372,KK8988SFGJKL1281,CARRO 0384621,SIM,34
Fortaleza,1279,B,10,2018-12-31,124734,100043,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1373,KK8988SFGJKL1282,CARRO 0384622,SIM,35
Caucaia,1280,B,9.72149957554016,2018-12-31,124735,100044,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1374,KK8988SFGJKL1283,CARRO 0384623,SIM,36
Maracanau,1281,B,10,2018-12-31,124736,100045,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1375,KK8988SFGJKL1284,CARRO 0384624,SIM,37
Fortaleza,1282,B,10,2018-12-31,124737,100046,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1376,KK8988SFGJKL1285,CARRO 0384625,SIM,38
Caucaia,1283,B,10,2018-12-31,124738,100047,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1377,KK8988SFGJKL1286,CARRO 0384626,SIM,39
Maracanau,1284,B,6.06824441021332,2018-12-31,124739,100048,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1378,KK8988SFGJKL1287,CARRO 0384627,SIM,40
Fortaleza,1285,B,10,2018-12-31,124740,100049,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1379,KK8988SFGJKL1288,CARRO 0384628,SIM,41
Caucaia,1286,B,10,2018-12-31,124741,100050,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1380,KK8988SFGJKL1289,CARRO 0384629,SIM,42
Maracanau,1287,B,10,2018-12-31,124742,100051,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1381,KK8988SFGJKL1290,CARRO 0384630,SIM,43
Fortaleza,1288,B,10,2018-12-31,124743,100052,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1382,KK8988SFGJKL1291,CARRO 0384631,SIM,28
Caucaia,1289,B,10,2018-12-31,124744,100053,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1383,KK8988SFGJKL1292,CARRO 0384632,SIM,29
Maracanau,1290,B,10,2018-12-31,124745,100054,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1384,KK8988SFGJKL1293,CARRO 0384633,SIM,30
Fortaleza,1291,B,10,2018-12-31,124746,100055,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1385,KK8988SFGJKL1294,CARRO 0384634,SIM,31
Caucaia,1292,B,10,2018-12-31,124747,100056,07:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1386,KK8988SFGJKL1295,CARRO 0384635,SIM,32
Maracanau,1293,B,10,2018-12-31,124748,100057,07:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1387,KK8988SFGJKL1296,CARRO 0384636,SIM,33
Fortaleza,1294,B,10,2018-12-31,124749,100058,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1388,KK8988SFGJKL1297,CARRO 0384637,SIM,34
Caucaia,1295,B,10,2018-12-31,124750,100059,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1389,KK8988SFGJKL1298,CARRO 0384638,SIM,35
Maracanau,1296,B,10,2018-12-31,124751,100060,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1390,KK8988SFGJKL1299,CARRO 0384639,SIM,36
Fortaleza,1297,B,10,2018-12-31,124752,100061,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1391,KK8988SFGJKL1300,CARRO 0384640,SIM,37
Caucaia,1298,B,10,2018-12-31,124753,100062,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1392,KK8988SFGJKL1301,CARRO 0384641,SIM,38
Maracanau,1299,B,9.85439933998442,2018-12-31,124754,100063,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1393,KK8988SFGJKL1302,CARRO 0384642,SIM,39
Fortaleza,1300,B,5.25746998860881,2018-12-31,124755,100064,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1394,KK8988SFGJKL1303,CARRO 0384643,SIM,40
Caucaia,1301,B,10,2018-12-31,124756,100065,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1395,KK8988SFGJKL1304,CARRO 0384644,SIM,41
Maracanau,1302,B,10,2018-12-31,124757,100066,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1396,KK8988SFGJKL1305,CARRO 0384645,SIM,42
Fortaleza,1303,B,6.5402223675605,2018-12-31,124758,100067,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1397,KK8988SFGJKL1306,CARRO 0384646,SIM,43
Caucaia,1304,B,10,2018-12-31,124759,100068,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1398,KK8988SFGJKL1307,CARRO 0384647,SIM,44
Maracanau,1305,B,10,2018-12-31,124760,100069,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1399,KK8988SFGJKL1308,CARRO 0384648,SIM,28
Fortaleza,1306,B,10,2018-12-31,124761,100070,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1400,KK8988SFGJKL1309,CARRO 0384649,SIM,29
Caucaia,1307,B,10,2018-12-31,124762,100071,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1401,KK8988SFGJKL1310,CARRO 0384650,SIM,30
Maracanau,1308,B,10,2018-12-31,124763,100072,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1402,KK8988SFGJKL1311,CARRO 0384651,SIM,31
Fortaleza,1309,B,10,2018-12-31,124764,100073,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1403,KK8988SFGJKL1312,CARRO 0384652,SIM,32
Caucaia,1310,B,5.00820789627445,2018-12-31,124765,100074,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1404,KK8988SFGJKL1313,CARRO 0384653,SIM,33
Maracanau,1311,B,10,2018-12-31,124766,100075,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1405,KK8988SFGJKL1314,CARRO 0384654,SIM,34
Fortaleza,1312,B,10,2018-12-31,124767,100076,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1406,KK8988SFGJKL1315,CARRO 0384655,SIM,35
Caucaia,1313,B,10,2018-12-31,124768,100077,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1407,KK8988SFGJKL1316,CARRO 0384656,SIM,36
Maracanau,1314,B,10,2018-12-31,124769,100078,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1408,KK8988SFGJKL1317,CARRO 0384657,SIM,37
Fortaleza,1315,B,10,2018-12-31,124770,100079,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1409,KK8988SFGJKL1318,CARRO 0384658,SIM,38
Caucaia,1316,B,10,2018-12-31,124771,100080,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1410,KK8988SFGJKL1319,CARRO 0384659,SIM,39
Maracanau,1317,B,10,2018-12-31,124772,100081,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1411,KK8988SFGJKL1320,CARRO 0384660,SIM,40
Fortaleza,1318,B,10,2018-12-31,124773,100082,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1412,KK8988SFGJKL1321,CARRO 0384661,SIM,41
Caucaia,1319,B,7.19059223157584,2018-12-31,124774,100083,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1413,KK8988SFGJKL1322,CARRO 0384662,SIM,42
Maracanau,1320,B,10,2018-12-31,124775,100084,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1414,KK8988SFGJKL1323,CARRO 0384663,SIM,43
Fortaleza,1321,B,4.50484990223517,2018-12-31,124776,100085,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1415,KK8988SFGJKL1324,CARRO 0384664,SIM,44
Caucaia,1322,B,10,2018-12-31,124777,100086,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1416,KK8988SFGJKL1325,CARRO 0384665,SIM,29
Maracanau,1323,B,10,2018-12-31,124778,100087,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1417,KK8988SFGJKL1326,CARRO 0384666,SIM,30
Fortaleza,1324,B,10,2018-12-31,124779,100088,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1418,KK8988SFGJKL1327,CARRO 0384667,SIM,31
Caucaia,1325,B,10,2018-12-31,124780,100089,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1419,KK8988SFGJKL1328,CARRO 0384668,SIM,32
Maracanau,1326,B,10,2018-12-31,124781,100090,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1420,KK8988SFGJKL1329,CARRO 0384669,SIM,33
Fortaleza,1327,B,10,2018-12-31,124782,100091,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1421,KK8988SFGJKL1330,CARRO 0384670,SIM,34
Caucaia,1328,B,8.04225183051254,2018-12-31,124783,100092,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1422,KK8988SFGJKL1331,CARRO 0384671,SIM,35
Maracanau,1329,B,10,2018-12-31,124784,100093,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1423,KK8988SFGJKL1332,CARRO 0384672,SIM,36
Fortaleza,1330,B,10,2018-12-31,124785,100094,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1424,KK8988SFGJKL1333,CARRO 0384673,SIM,37
Caucaia,1331,B,4.12751596377498,2018-12-31,124786,100095,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1425,KK8988SFGJKL1334,CARRO 0384674,SIM,38
Maracanau,1332,B,10,2018-12-31,124787,100096,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1426,KK8988SFGJKL1335,CARRO 0384675,SIM,39
Fortaleza,1333,B,10,2018-12-31,124788,100097,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1427,KK8988SFGJKL1336,CARRO 0384676,SIM,40
Caucaia,1334,B,10,2018-12-31,124789,100098,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1428,KK8988SFGJKL1337,CARRO 0384677,SIM,41
Maracanau,1335,B,10,2018-12-31,124790,100099,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1429,KK8988SFGJKL1338,CARRO 0384678,SIM,42
Fortaleza,1336,B,6.07535834654641,2018-12-31,124791,100100,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1430,KK8988SFGJKL1339,CARRO 0384679,SIM,43
