cidade,idsensor,tipo_sangue,data_coleta,latitude,longitude,hora_coleta,hora_entrega,local_coleta,local_entrega,cfp_doador,cpf_consumidor,transportador,testado,temperatura,caixa,geladeira
Caucaia,1523,B,2018-12-31,124978,100287,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1617,KK8988SFGJKL1526,CARRO 0384866,SIM,48,1622,B1223
Maracanau,1524,B,2018-12-31,124979,100288,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1618,KK8988SFGJKL1527,CARRO 0384867,SIM,49,1623,B1224
Fortaleza,1525,B,2018-12-31,124980,100289,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1619,KK8988SFGJKL1528,CARRO 0384868,SIM,50,1624,B1225
Caucaia,1526,B,2018-12-31,124981,100290,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1620,KK8988SFGJKL1529,CARRO 0384869,SIM,35,1625,B1226
Maracanau,1527,B,2018-12-31,124982,100291,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1621,KK8988SFGJKL1530,CARRO 0384870,SIM,36,1626,B1227
Fortaleza,1528,B,2018-12-31,124983,100292,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1622,KK8988SFGJKL1531,CARRO 0384871,SIM,37,1627,B1228
Caucaia,1529,B,2018-12-31,124984,100293,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1623,KK8988SFGJKL1532,CARRO 0384872,SIM,38,1628,B1229
Maracanau,1530,B,2018-12-31,124985,100294,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1624,KK8988SFGJKL1533,CARRO 0384873,SIM,39,1629,B1230
Fortaleza,1531,B,2018-12-31,124986,100295,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1625,KK8988SFGJKL1534,CARRO 0384874,SIM,40,1630,B1231
Caucaia,1532,B,2018-12-31,124987,100296,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1626,KK8988SFGJKL1535,CARRO 0384875,SIM,41,1631,B1232
Maracanau,1533,B,2018-12-31,124988,100297,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1627,KK8988SFGJKL1536,CARRO 0384876,SIM,42,1632,B1233
Fortaleza,1534,B,2018-12-31,124989,100298,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1628,KK8988SFGJKL1537,CARRO 0384877,SIM,43,1633,B1234
Caucaia,1535,B,2018-12-31,124990,100299,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1629,KK8988SFGJKL1538,CARRO 0384878,SIM,44,1634,B1235
Maracanau,1536,B,2018-12-31,124991,100300,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1630,KK8988SFGJKL1539,CARRO 0384879,SIM,45,1635,B1236
Fortaleza,1537,B,2018-12-31,124992,100301,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1631,KK8988SFGJKL1540,CARRO 0384880,SIM,46,1636,B1237
Caucaia,1538,B,2018-12-31,124993,100302,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1632,KK8988SFGJKL1541,CARRO 0384881,SIM,47,1637,B1238
Maracanau,1539,B,2018-12-31,124994,100303,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1633,KK8988SFGJKL1542,CARRO 0384882,SIM,48,1638,B1239
Fortaleza,1540,B,2018-12-31,124995,100304,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1634,KK8988SFGJKL1543,CARRO 0384883,SIM,49,1639,B1240
Caucaia,1541,B,2018-12-31,124996,100305,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1635,KK8988SFGJKL1544,CARRO 0384884,SIM,50,1640,B1241
Maracanau,1542,B,2018-12-31,124997,100306,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1636,KK8988SFGJKL1545,CARRO 0384885,SIM,51,1641,B1242
Fortaleza,1543,B,2018-12-31,124998,100307,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1637,KK8988SFGJKL1546,CARRO 0384886,SIM,35,1642,B1243
Caucaia,1544,B,2018-12-31,124999,100308,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1638,KK8988SFGJKL1547,CARRO 0384887,SIM,36,1643,B1244
Maracanau,1545,B,2018-12-31,125000,100309,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1639,KK8988SFGJKL1548,CARRO 0384888,SIM,37,1644,B1245
Fortaleza,1546,B,2018-12-31,125001,100310,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1640,KK8988SFGJKL1549,CARRO 0384889,SIM,38,1645,B1246
Caucaia,1547,B,2018-12-31,125002,100311,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1641,KK8988SFGJKL1550,CARRO 0384890,SIM,39,1646,B1247
Maracanau,1548,B,2018-12-31,125003,100312,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1642,KK8988SFGJKL1551,CARRO 0384891,SIM,40,1647,B1248
Fortaleza,1549,B,2018-12-31,125004,100313,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1643,KK8988SFGJKL1552,CARRO 0384892,SIM,41,1648,B1249
Caucaia,1550,B,2018-12-31,125005,100314,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1644,KK8988SFGJKL1553,CARRO 0384893,SIM,42,1649,B1250
Maracanau,1551,B,2018-12-31,125006,100315,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1645,KK8988SFGJKL1554,CARRO 0384894,SIM,43,1650,B1251
Fortaleza,1552,B,2018-12-31,125007,100316,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1646,KK8988SFGJKL1555,CARRO 0384895,SIM,44,1651,B1252
Caucaia,1553,B,2018-12-31,125008,100317,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1647,KK8988SFGJKL1556,CARRO 0384896,SIM,45,1652,B1253
Maracanau,1554,B,2018-12-31,125009,100318,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1648,KK8988SFGJKL1557,CARRO 0384897,SIM,46,1653,B1254
Fortaleza,1555,B,2018-12-31,125010,100319,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1649,KK8988SFGJKL1558,CARRO 0384898,SIM,14,1654,B1255
Caucaia,1556,B,2018-12-31,125011,100320,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1650,KK8988SFGJKL1559,CARRO 0384899,SIM,15,1655,B1256
Maracanau,1557,B,2018-12-31,125012,100321,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1651,KK8988SFGJKL1560,CARRO 0384900,SIM,16,1656,B1257
Fortaleza,1558,B,2018-12-31,125013,100322,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1652,KK8988SFGJKL1561,CARRO 0384901,SIM,17,1657,B1258
Caucaia,1559,B,2018-12-31,125014,100323,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1653,KK8988SFGJKL1562,CARRO 0384902,SIM,18,1658,B1259
Maracanau,1560,B,2018-12-31,125015,100324,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1654,KK8988SFGJKL1563,CARRO 0384903,SIM,19,1659,B1260
Fortaleza,1561,B,2018-12-31,125016,100325,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1655,KK8988SFGJKL1564,CARRO 0384904,SIM,20,1660,B1261
Caucaia,1562,B,2018-12-31,125017,100326,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1656,KK8988SFGJKL1565,CARRO 0384905,SIM,21,1661,B1262
Maracanau,1563,B,2018-12-31,125018,100327,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1657,KK8988SFGJKL1566,CARRO 0384906,SIM,22,1662,B1263
Fortaleza,1564,B,2018-12-31,125019,100328,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1658,KK8988SFGJKL1567,CARRO 0384907,SIM,23,1663,B1264
Caucaia,1565,B,2018-12-31,125020,100329,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1659,KK8988SFGJKL1568,CARRO 0384908,SIM,24,1664,B1265
Maracanau,1566,B,2018-12-31,125021,100330,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1660,KK8988SFGJKL1569,CARRO 0384909,SIM,25,1665,B1266
Fortaleza,1567,B,2018-12-31,125022,100331,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1661,KK8988SFGJKL1570,CARRO 0384910,SIM,26,1666,B1267
Caucaia,1568,B,2018-12-31,125023,100332,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1662,KK8988SFGJKL1571,CARRO 0384911,SIM,27,1667,B1268
Maracanau,1569,B,2018-12-31,125024,100333,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1663,KK8988SFGJKL1572,CARRO 0384912,SIM,28,1668,B1269
Fortaleza,1570,B,2018-12-31,125025,100334,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1664,KK8988SFGJKL1573,CARRO 0384913,SIM,29,1669,B1270
Caucaia,1571,B,2018-12-31,125026,100335,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1665,KK8988SFGJKL1574,CARRO 0384914,SIM,30,1670,B1271
Maracanau,1572,B,2018-12-31,125027,100336,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1666,KK8988SFGJKL1575,CARRO 0384915,SIM,14,1671,B1272
Fortaleza,1573,B,2018-12-31,125028,100337,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1667,KK8988SFGJKL1576,CARRO 0384916,SIM,15,1672,B1273
Caucaia,1574,B,2018-12-31,125029,100338,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1668,KK8988SFGJKL1577,CARRO 0384917,SIM,16,1673,B1274
Maracanau,1575,B,2018-12-31,125030,100339,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1669,KK8988SFGJKL1578,CARRO 0384918,SIM,17,1674,B1275
Fortaleza,1576,B,2018-12-31,125031,100340,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1670,KK8988SFGJKL1579,CARRO 0384919,SIM,18,1675,B1276
Caucaia,1577,B,2018-12-31,125032,100341,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1671,KK8988SFGJKL1580,CARRO 0384920,SIM,19,1676,B1277
Maracanau,1578,B,2018-12-31,125033,100342,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1672,KK8988SFGJKL1581,CARRO 0384921,SIM,20,1677,B1278
Fortaleza,1579,B,2018-12-31,125034,100343,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1673,KK8988SFGJKL1582,CARRO 0384922,SIM,21,1678,B1279
Caucaia,1580,B,2018-12-31,125035,100344,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1674,KK8988SFGJKL1583,CARRO 0384923,SIM,22,1679,B1280
Maracanau,1581,B,2018-12-31,125036,100345,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1675,KK8988SFGJKL1584,CARRO 0384924,SIM,23,1680,B1281
Fortaleza,1582,B,2018-12-31,125037,100346,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1676,KK8988SFGJKL1585,CARRO 0384925,SIM,24,1681,B1282
Caucaia,1583,B,2018-12-31,125038,100347,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1677,KK8988SFGJKL1586,CARRO 0384926,SIM,25,1682,B1283
Maracanau,1584,B,2018-12-31,125039,100348,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1678,KK8988SFGJKL1587,CARRO 0384927,SIM,26,1683,B1284
Fortaleza,1585,B,2018-12-31,125040,100349,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1679,KK8988SFGJKL1588,CARRO 0384928,SIM,27,1684,B1285
Caucaia,1586,B,2018-12-31,125041,100350,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1680,KK8988SFGJKL1589,CARRO 0384929,SIM,28,1685,B1286
Maracanau,1587,B,2018-12-31,125042,100351,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1681,KK8988SFGJKL1590,CARRO 0384930,SIM,29,1686,B1287
Fortaleza,1588,B,2018-12-31,125043,100352,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1682,KK8988SFGJKL1591,CARRO 0384931,SIM,30,1687,B1288
Caucaia,1589,B,2018-12-31,125044,100353,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1683,KK8988SFGJKL1592,CARRO 0384932,SIM,15,1688,B1289
Maracanau,1590,B,2018-12-31,125045,100354,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1684,KK8988SFGJKL1593,CARRO 0384933,SIM,16,1689,B1290
Fortaleza,1591,B,2018-12-31,125046,100355,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1685,KK8988SFGJKL1594,CARRO 0384934,SIM,17,1690,B1291
Caucaia,1592,B,2018-12-31,125047,100356,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1686,KK8988SFGJKL1595,CARRO 0384935,SIM,18,1691,B1292
Maracanau,1593,B,2018-12-31,125048,100357,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1687,KK8988SFGJKL1596,CARRO 0384936,SIM,19,1692,B1293
Fortaleza,1594,B,2018-12-31,125049,100358,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1688,KK8988SFGJKL1597,CARRO 0384937,SIM,20,1693,B1294
Caucaia,1595,B,2018-12-31,125050,100359,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1689,KK8988SFGJKL1598,CARRO 0384938,SIM,21,1694,B1295
Maracanau,1596,B,2018-12-31,125051,100360,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1690,KK8988SFGJKL1599,CARRO 0384939,SIM,22,1695,B1296
Fortaleza,1597,B,2018-12-31,125052,100361,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1691,KK8988SFGJKL1600,CARRO 0384940,SIM,23,1696,B1297
Caucaia,1598,B,2018-12-31,125053,100362,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1692,KK8988SFGJKL1601,CARRO 0384941,SIM,24,1697,B1298
Maracanau,1599,B,2018-12-31,125054,100363,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1693,KK8988SFGJKL1602,CARRO 0384942,SIM,25,1698,B1299
Fortaleza,1600,B,2018-12-31,125055,100364,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1694,KK8988SFGJKL1603,CARRO 0384943,SIM,26,1699,B1300
Caucaia,1601,B,2018-12-31,125056,100365,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1695,KK8988SFGJKL1604,CARRO 0384944,SIM,27,1700,B1301
Maracanau,1602,B,2018-12-31,125057,100366,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1696,KK8988SFGJKL1605,CARRO 0384945,SIM,28,1701,B1302
Fortaleza,1603,B,2018-12-31,125058,100367,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1697,KK8988SFGJKL1606,CARRO 0384946,SIM,29,1702,B1303
Caucaia,1604,B,2018-12-31,125059,100368,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1698,KK8988SFGJKL1607,CARRO 0384947,SIM,30,1703,B1304
Maracanau,1605,B,2018-12-31,125060,100369,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1699,KK8988SFGJKL1608,CARRO 0384948,SIM,31,1704,B1305
Fortaleza,1606,B,2018-12-31,125061,100370,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1700,KK8988SFGJKL1609,CARRO 0384949,SIM,15,1705,B1306
Caucaia,1607,B,2018-12-31,125062,100371,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1701,KK8988SFGJKL1610,CARRO 0384950,SIM,16,1706,B1307
Maracanau,1608,B,2018-12-31,125063,100372,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1702,KK8988SFGJKL1611,CARRO 0384951,SIM,17,1707,B1308
Fortaleza,1609,B,2018-12-31,125064,100373,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1703,KK8988SFGJKL1612,CARRO 0384952,SIM,18,1708,B1309
Caucaia,1610,B,2018-12-31,125065,100374,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1704,KK8988SFGJKL1613,CARRO 0384953,SIM,19,1709,B1310
Maracanau,1611,B,2018-12-31,125066,100375,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1705,KK8988SFGJKL1614,CARRO 0384954,SIM,20,1710,B1311
Fortaleza,1612,B,2018-12-31,125067,100376,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1706,KK8988SFGJKL1615,CARRO 0384955,SIM,21,1711,B1312
Caucaia,1613,B,2018-12-31,125068,100377,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1707,KK8988SFGJKL1616,CARRO 0384956,SIM,22,1712,B1313
Maracanau,1614,B,2018-12-31,125069,100378,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1708,KK8988SFGJKL1617,CARRO 0384957,SIM,23,1713,B1314
Fortaleza,1615,B,2018-12-31,125070,100379,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1709,KK8988SFGJKL1618,CARRO 0384958,SIM,24,1714,B1315
Caucaia,1616,B,2018-12-31,125071,100380,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1710,KK8988SFGJKL1619,CARRO 0384959,SIM,25,1715,B1316
Maracanau,1617,B,2018-12-31,125072,100381,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1711,KK8988SFGJKL1620,CARRO 0384960,SIM,26,1716,B1317
Fortaleza,1618,B,2018-12-31,125073,100382,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1712,KK8988SFGJKL1621,CARRO 0384961,SIM,27,1717,B1318
Caucaia,1619,B,2018-12-31,125074,100383,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1713,KK8988SFGJKL1622,CARRO 0384962,SIM,28,1718,B1319
Maracanau,1620,B,2018-12-31,125075,100384,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1714,KK8988SFGJKL1623,CARRO 0384963,SIM,29,1719,B1320
Fortaleza,1621,B,2018-12-31,125076,100385,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1715,KK8988SFGJKL1624,CARRO 0384964,SIM,30,1720,B1321
Caucaia,1622,B,2018-12-31,125077,100386,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1716,KK8988SFGJKL1625,CARRO 0384965,SIM,31,1721,B1322
Maracanau,1623,B,2018-12-31,125078,100387,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1717,KK8988SFGJKL1626,CARRO 0384966,SIM,16,1722,B1323
Fortaleza,1624,B,2018-12-31,125079,100388,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1718,KK8988SFGJKL1627,CARRO 0384967,SIM,17,1723,B1324
Caucaia,1625,B,2018-12-31,125080,100389,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1719,KK8988SFGJKL1628,CARRO 0384968,SIM,18,1724,B1325
Maracanau,1626,B,2018-12-31,125081,100390,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1720,KK8988SFGJKL1629,CARRO 0384969,SIM,19,1725,B1326
Fortaleza,1627,B,2018-12-31,125082,100391,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1721,KK8988SFGJKL1630,CARRO 0384970,SIM,20,1726,B1327
Caucaia,1628,B,2018-12-31,125083,100392,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1722,KK8988SFGJKL1631,CARRO 0384971,SIM,21,1727,B1328
Maracanau,1629,B,2018-12-31,125084,100393,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1723,KK8988SFGJKL1632,CARRO 0384972,SIM,22,1728,B1329
Fortaleza,1630,B,2018-12-31,125085,100394,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1724,KK8988SFGJKL1633,CARRO 0384973,SIM,23,1729,B1330
Caucaia,1631,B,2018-12-31,125086,100395,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1725,KK8988SFGJKL1634,CARRO 0384974,SIM,24,1730,B1331
Maracanau,1632,B,2018-12-31,125087,100396,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1726,KK8988SFGJKL1635,CARRO 0384975,SIM,25,1731,B1332
Fortaleza,1633,B,2018-12-31,125088,100397,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1727,KK8988SFGJKL1636,CARRO 0384976,SIM,26,1732,B1333
Caucaia,1634,B,2018-12-31,125089,100398,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1728,KK8988SFGJKL1637,CARRO 0384977,SIM,27,1733,B1334
Maracanau,1635,B,2018-12-31,125090,100399,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1729,KK8988SFGJKL1638,CARRO 0384978,SIM,28,1734,B1335
Fortaleza,1636,B,2018-12-31,125091,100400,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1730,KK8988SFGJKL1639,CARRO 0384979,SIM,29,1735,B1336
Caucaia,1637,B,2018-12-31,125092,100401,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1731,KK8988SFGJKL1640,CARRO 0384980,SIM,30,1736,B1337
Maracanau,1638,B,2018-12-31,125093,100402,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1732,KK8988SFGJKL1641,CARRO 0384981,SIM,31,1737,B1338
Fortaleza,1639,B,2018-12-31,125094,100403,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1733,KK8988SFGJKL1642,CARRO 0384982,SIM,32,1738,B1339
Caucaia,1640,B,2018-12-31,125095,100404,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1734,KK8988SFGJKL1643,CARRO 0384983,SIM,16,1739,B1340
Maracanau,1641,B,2018-12-31,125096,100405,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1735,KK8988SFGJKL1644,CARRO 0384984,SIM,17,1740,B1341
Fortaleza,1642,B,2018-12-31,125097,100406,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1736,KK8988SFGJKL1645,CARRO 0384985,SIM,18,1741,B1342
Caucaia,1643,B,2018-12-31,125098,100407,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1737,KK8988SFGJKL1646,CARRO 0384986,SIM,19,1742,B1343
Maracanau,1644,B,2018-12-31,125099,100408,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1738,KK8988SFGJKL1647,CARRO 0384987,SIM,20,1743,B1344
Fortaleza,1645,B,2018-12-31,125100,100409,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1739,KK8988SFGJKL1648,CARRO 0384988,SIM,21,1744,B1345
Caucaia,1646,B,2018-12-31,125101,100410,08:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA1740,KK8988SFGJKL1649,CARRO 0384989,SIM,22,1745,B1346
Maracanau,1647,B,2018-12-31,125102,100411,08:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA1741,KK8988SFGJKL1650,CARRO 0384990,SIM,23,1746,B1347
